Grade,Chapter,Context,Question,CorrectAnswer,UniquePart,Difficulty
10,Historical Knowledge and Its Practical Application,Death sentence by hanging is the punishment for murder.,What is the punishment for murder according to Wewalkaetiya inscription?,Death sentence by hanging.,Death sentence by hanging.,Medium
10,Historical Knowledge and Its Practical Application,...the cattle should be given back to the owner and the seal on the skin of the cattle should be marked on the foreheads of the thieves with a heated iron.,What should be done to the thieves who stole the cattle according to Wewalkaetiya inscription?,The thieves should be marked on the foreheads with a heated iron.,Marked on the foreheads with a heated iron,Medium
10,Historical Knowledge and Its Practical Application,The villagers had to pay a tax to the government until they caught the hiding criminals. It was known as Gruhadanda.,What was the name of the tax paid by the villagers until the criminals were caught?,'Gruhadanda'.,'Gruhadanda'.,Easy
10,Historical Knowledge and Its Practical Application,At present Roman Dutch law is practised in Sri Lanka.,What type of law is currently practiced in Sri Lanka?,Roman-Dutch law.,Roman-Dutch law,Easy
10,Historical Knowledge and Its Practical Application,"According to the information in the historical sources, the barter system was used in economic affairs in the most ancient era in this country.",What was the economic system used in the most ancient era in this country?,The barter system was used.,Barter system,Medium
10,Historical Knowledge and Its Practical Application,The usage of coins in this country was started in about 250 B.C.,When was the usage of coins started in this country?,About 250 B.C.,"""About 250 B.C.""",Hard
10,Historical Knowledge and Its Practical Application,The archaeologists name them as Hasebu coins.,What is the name given by the archaeologists for silver coins brought to this country by the merchants from the North India.?,"""Hasebu coins"".","""Hasebu coins"".",Medium
10,Historical Knowledge and Its Practical Application,This term derived from the word Karshapana in the Sanskrit language.,"What is the origin of the term ""Karshapana""?","The term ""Karshapana"" is derived from the Sanskrit language.","""Sanskrit language""",Medium
10,Historical Knowledge and Its Practical Application,There was a separate officer performing the duty of moulding coins. He was named as Rupa Adyaksha (Picto-director)'.,Who was responsible for moulding coins in ancient times?,Rupa Adyaksha .,Rupa Adyaksha,Medium
10,Historical Knowledge and Its Practical Application,"In the past, metal weight too was used as a value in exchange activities in this country.",What was used as a value in exchange activities in the past in this country?,Metal weight.,Metal weight ,Easy
10,Historical Knowledge and Its Practical Application,"An inscription, discovered in Wessagiriya, which belonged to the 10th century A.D., mentions that king Kashyapa IV (898 -914 A.D.) had offered 200 Ran Kalan (Golden Pieces of Kalan) to Buddhist monks...",Who offered 200 Ran Kalan to Buddhist monks?,King Kashyapa IV.,King Kashyapa IV,Medium
10,Historical Knowledge and Its Practical Application,Most of the Roman coins discovered by now have been made of copper.,What is the material most Roman coins are made of?,Copper.,Copper.,Easy
10,Historical Knowledge and Its Practical Application,The coins that we have seen with the English letters V.O.C belonged to the Dutch trade company called East India Trade Company.,Who did the coins with the English letters V.O.C belong to?,The Dutch trade company called East India Trade Company.,Dutch trade company called East India Trade Company,Medium
10,Historical Knowledge and Its Practical Application,An inscription... mentions a great queen named Chula Seewali. Queen Leelawathi ruled the country three times.,Who is the queen  ruled the country three times?,Queen Leelawathi.,Queen Leelawathi.,Medium
10,Historical Knowledge and Its Practical Application,"An inscription, found near the old Stupa named Neelagiri situated at a place called Lahugala, mentions a great queen named Chula Seewali.",Who is the queen mentioned in the inscription found near the Stupa named Neelagiri?,Chula Seewali.,Chula Seewali.,Medium
10,Historical Knowledge and Its Practical Application,The Rasawahini mentions... Bhikkus said to Queen Vihara Maha Devi 'you possess wealth and a luxurious life because you had done meritorious deeds in your previous birth'.,What did the Bhikkus tell Queen Vihara Maha Devi about her luxurious life?,She had done meritorious deeds in her previous birth.,Meritorious deeds,Hard
10,Historical Knowledge and Its Practical Application,"Saddharmalankaraya describes that prince Saliyas wife, Ashokamala won the hearts of everyone in the kings palace by making delicious food.",Who won the hearts of everyone in the king's palace according to Saddharmalankaraya?,"Ashokamala, the wife of prince Saliya.",Ashokamala,Easy
10,Historical Knowledge and Its Practical Application,Dampiyaatuwagatapadaya says that the women who were clever at cookery were introduced by the special respected name as Madhupachika.,Who were the women referred to by a special respected name in the context of cookery?,The women who were clever at cookery were referred to as 'Madhupachika'.,'Madhupachika',Medium
10,Historical Knowledge and Its Practical Application,At times the name Madhurahaththarasa too was used. Its meaning is having the ability of delicious cooking.,"What is the meaning of the name ""Madhurahaththarasa""?",Having the ability of delicious cooking.,Having the ability of delicious cooking,Medium
10,Historical Knowledge and Its Practical Application,"An inscription, discovered at a place called Brahmanayagama in Anuradhapura district, mentions a woman called Parumakalu Samana.",Who is the woman mentioned in an inscription discovered at Brahmanayagama in Anuradhapura district?,Parumakalu Samana.,Parumakalu Samana.,Medium
10,Historical Knowledge and Its Practical Application,"Here, the name Parumakalu is the feminine noun of the word Parumaka.",What is the feminine noun of the word Parumaka?,Parumakalu.,Parumakalu.,Easy
10,Historical Knowledge and Its Practical Application,Not only that there were a few red and yellow brown stones scrubbed... These brown stones were used to colour their skin.,"What were the brown stones used for, found in the Udaranchamadama?",To colour their skin.,colour their skin,Easy
10,Historical Knowledge and Its Practical Application,"They are namely Sali, Veehi, Kedesa, Varaka, Kangu, Duma and Yawa.","Who are the  seven types of grain, which were used as food by ancient people?","Sali, Veehi, Kedesa, Varaka, Kangu, Duma, and Yawa.","Sali, Veehi, Kedesa, Varaka, Kangu, Duma, and Yawa.",Hard
10,Historical Knowledge and Its Practical Application,"The Thonigala inscription... mentions Paddy, Undu, Mun (green gram) and Thala (sesame).",What crops are mentioned in the Thonigala inscription?,"Paddy, Undu, Mun , and Thala .","Paddy, Undu, Mun , and Thala .",Medium
10,Historical Knowledge and Its Practical Application,Saddharmarathnawaliya mentions that the meat of peacock cooked in ghee and El rice (El Hal) was one of the most favourite foods among the chieftains in Sri Lanka...,What was one of the favorite foods among the chieftains in Sri Lanka according to Saddharmarathnawaliya?,Meat of peacock cooked in ghee and El rice.,Peacock cooked in ghee,Easy
10,Historical Knowledge and Its Practical Application,Pala Maluwa and Kadi Embula with Niwudu rice was a most frequent meal of poor people in that time.,What was a common meal for poor people in ancient time?,Pala Maluwa and Kadi Embula with Niwudu rice.,Pala Maluwa and Kadi Embula with Niwudu rice.,Medium
